   Elapsed time	     V2
       0:06.150	 -1.690
       0:06.153	 -1.850
       0:06.156	 -2.035
       0:06.158	 -2.265
       0:06.161	 -2.465
       0:06.164	 -2.590
       0:06.167	 -2.695
       0:06.169	 -2.790
       0:06.172	 -2.900
       0:06.175	 -3.005
       0:06.178	 -3.065
       0:06.181	 -3.095
       0:06.183	 -3.125
       0:06.186	 -3.150
       0:06.189	 -3.175
       0:06.192	 -3.195
       0:06.194	 -3.190
       0:06.197	 -3.180
       0:06.200	 -3.175
       0:06.203	 -3.160
       0:06.206	 -3.155
       0:06.208	 -3.145
       0:06.211	 -3.105
       0:06.214	 -3.030
       0:06.217	 -2.925
       0:06.219	 -2.810
       0:06.222	 -2.650
       0:06.225	 -2.480
       0:06.228	 -2.250
       0:06.231	 -1.990
       0:06.233	 -1.720
       0:06.236	 -1.430
       0:06.239	 -1.160
       0:06.242	 -0.915
       0:06.244	 -0.675
       0:06.247	 -0.425
       0:06.250	 -0.200
       0:06.253	 -0.010
       0:06.256	  0.175
       0:06.258	  0.370
       0:06.261	  0.530
       0:06.264	  0.645
       0:06.267	  0.720
       0:06.269	  0.780
       0:06.272	  0.815
       0:06.275	  0.850
       0:06.278	  0.905
       0:06.281	  0.950
       0:06.283	  0.985
       0:06.286	  1.020
       0:06.289	  1.055
       0:06.292	  1.065
       0:06.294	  1.115
       0:06.297	  1.155
       0:06.300	  1.195
       0:06.303	  1.235
       0:06.306	  1.240
       0:06.308	  1.265
       0:06.311	  1.320
       0:06.314	  1.355
       0:06.317	  1.400
       0:06.319	  1.430
       0:06.322	  1.445
       0:06.325	  1.485
       0:06.328	  1.530
       0:06.331	  1.565
       0:06.333	  1.615
       0:06.336	  1.645
       0:06.339	  1.670
       0:06.342	  1.705
       0:06.344	  1.740
       0:06.347	  1.785
       0:06.350	  1.810
       0:06.353	  1.855
       0:06.356	  1.875
       0:06.358	  1.890
       0:06.361	  1.915
       0:06.364	  1.965
       0:06.367	  1.990
       0:06.369	  1.995
       0:06.372	  2.010
       0:06.375	  2.000
       0:06.378	  2.020
       0:06.381	  2.025
       0:06.383	  2.040
       0:06.386	  2.020
       0:06.389	  1.990
       0:06.392	  1.980
       0:06.394	  1.960
       0:06.397	  1.945
       0:06.400	  1.915
       0:06.403	  1.870
       0:06.406	  1.825
       0:06.408	  1.775
       0:06.411	  1.730
       0:06.414	  1.685
       0:06.417	  1.625
       0:06.419	  1.560
       0:06.422	  1.480
       0:06.425	  1.410
       0:06.428	  1.355
       0:06.431	  1.300
       0:06.433	  1.215
       0:06.436	  1.160
       0:06.439	  1.075
       0:06.442	  0.985
       0:06.444	  0.940
       0:06.447	  0.880
       0:06.450	  0.815
       0:06.453	  0.750
       0:06.456	  0.675
       0:06.458	  0.615
       0:06.461	  0.570
       0:06.464	  0.520
       0:06.467	  0.480
       0:06.469	  0.430
       0:06.472	  0.380
       0:06.475	  0.335
       0:06.478	  0.310
       0:06.481	  0.290
       0:06.483	  0.250
       0:06.486	  0.225
       0:06.489	  0.195
       0:06.492	  0.165
       0:06.494	  0.150
       0:06.497	  0.135
       0:06.500	  0.130
       0:06.503	  0.115
       0:06.506	  0.090
       0:06.508	  0.070
       0:06.511	  0.070
       0:06.514	  0.070
       0:06.517	  0.070
       0:06.519	  0.055
       0:06.522	  0.050
       0:06.525	  0.040
       0:06.528	  0.045
       0:06.531	  0.040
       0:06.533	  0.060
       0:06.536	  0.045
       0:06.539	  0.040
       0:06.542	  0.030
       0:06.544	  0.030
       0:06.547	  0.050
       0:06.550	  0.040
       0:06.553	  0.040
       0:06.556	  0.035
       0:06.558	  0.025
       0:06.561	  0.035
       0:06.564	  0.040
       0:06.567	  0.050
       0:06.569	  0.055
       0:06.572	  0.045
       0:06.575	  0.040
       0:06.578	  0.045
       0:06.581	  0.060
       0:06.583	  0.065
       0:06.586	  0.075
       0:06.589	  0.080
       0:06.592	  0.060
       0:06.594	  0.075
       0:06.597	  0.090
       0:06.600	  0.090
       0:06.603	  0.095
       0:06.606	  0.065
       0:06.608	  0.060
       0:06.611	  0.075
       0:06.614	  0.085
       0:06.617	  0.075
       0:06.619	  0.070
       0:06.622	  0.050
       0:06.625	  0.030
       0:06.628	  0.030
       0:06.631	  0.030
       0:06.633	  0.020
       0:06.636	 -0.005
       0:06.639	 -0.025
       0:06.642	 -0.050
       0:06.644	 -0.050
       0:06.647	 -0.055
       0:06.650	 -0.070
       0:06.653	 -0.080
       0:06.656	 -0.095
       0:06.658	 -0.130
       0:06.661	 -0.130
       0:06.664	 -0.120
       0:06.667	 -0.120
       0:06.669	 -0.125
       0:06.672	 -0.130
       0:06.675	 -0.140
       0:06.678	 -0.120
       0:06.681	 -0.120
       0:06.683	 -0.120
       0:06.686	 -0.130
       0:06.689	 -0.140
       0:06.692	 -0.145
       0:06.694	 -0.150
       0:06.697	 -0.140
       0:06.700	 -0.140
       0:06.703	 -0.135
       0:06.706	 -0.155
       0:06.708	 -0.170
       0:06.711	 -0.155
       0:06.714	 -0.160
       0:06.717	 -0.145
       0:06.719	 -0.165
       0:06.722	 -0.165
       0:06.725	 -0.175
       0:06.728	 -0.165
       0:06.731	 -0.170
       0:06.733	 -0.165
       0:06.736	 -0.175
       0:06.739	 -0.185
       0:06.742	 -0.190
       0:06.744	 -0.185
       0:06.747	 -0.170
       0:06.750	 -0.165
       0:06.753	 -0.185
       0:06.756	 -0.195
       0:06.758	 -0.205
       0:06.761	 -0.190
       0:06.764	 -0.185
       0:06.767	 -0.180
       0:06.769	 -0.190
       0:06.772	 -0.185
       0:06.775	 -0.200
       0:06.778	 -0.190
       0:06.781	 -0.170
       0:06.783	 -0.175
       0:06.786	 -0.175
       0:06.789	 -0.195
       0:06.792	 -0.200
       0:06.794	 -0.190
       0:06.797	 -0.185
       0:06.800	 -0.180
       0:06.803	 -0.180
       0:06.806	 -0.195
       0:06.808	 -0.215
       0:06.811	 -0.190
       0:06.814	 -0.185
       0:06.817	 -0.180
       0:06.819	 -0.170
       0:06.822	 -0.185
       0:06.825	 -0.190
       0:06.828	 -0.195
       0:06.831	 -0.185
       0:06.833	 -0.175
       0:06.836	 -0.180
       0:06.839	 -0.195
       0:06.842	 -0.190
       0:06.844	 -0.180
       0:06.847	 -0.175
       0:06.850	 -0.175
       0:06.853	 -0.175
       0:06.856	 -0.190
       0:06.858	 -0.200
       0:06.861	 -0.195
       0:06.864	 -0.170
       0:06.867	 -0.175
       0:06.869	 -0.165
       0:06.872	 -0.185
       0:06.875	 -0.180
       0:06.878	 -0.165
       0:06.881	 -0.140
       0:06.883	 -0.120
       0:06.886	 -0.095
       0:06.889	 -0.055
       0:06.892	  0.080
       0:06.894	  0.355
       0:06.897	  0.680
       0:06.900	  0.730
       0:06.903	  0.515
       0:06.906	  0.300
       0:06.908	  0.205
       0:06.911	  0.160
       0:06.914	  0.110
       0:06.917	  0.055
       0:06.919	 -0.060
       0:06.922	 -0.190
       0:06.925	 -0.350
       0:06.928	 -0.520
       0:06.931	 -0.695
       0:06.933	 -0.905
       0:06.936	 -1.120
       0:06.939	 -1.350
       0:06.942	 -1.535
       0:06.944	 -1.685
       0:06.947	 -1.830
       0:06.950	 -1.970
       0:06.953	 -2.125
       0:06.956	 -2.300
       0:06.958	 -2.455
       0:06.961	 -2.570
       0:06.964	 -2.650
       0:06.967	 -2.715
       0:06.969	 -2.795
       0:06.972	 -2.900
       0:06.975	 -2.980
       0:06.978	 -3.005
       0:06.981	 -3.025
       0:06.983	 -3.055
       0:06.986	 -3.090
       0:06.989	 -3.120
       0:06.992	 -3.135
       0:06.994	 -3.140
       0:06.997	 -3.140
       0:07.000	 -3.125
       0:07.003	 -3.105
       0:07.006	 -3.100
       0:07.008	 -3.070
       0:07.011	 -3.010
       0:07.014	 -2.915
       0:07.017	 -2.820
       0:07.019	 -2.725
       0:07.022	 -2.615
       0:07.025	 -2.500
       0:07.028	 -2.350
       0:07.031	 -2.170
       0:07.033	 -1.950
       0:07.036	 -1.705
       0:07.039	 -1.480
       0:07.042	 -1.240
       0:07.044	 -1.010
       0:07.047	 -0.760
       0:07.050	 -0.545
       0:07.053	 -0.325
       0:07.056	 -0.135
       0:07.058	  0.035
       0:07.061	  0.210
       0:07.064	  0.375
       0:07.067	  0.530
       0:07.069	  0.640
       0:07.072	  0.720
       0:07.075	  0.785
       0:07.078	  0.855
       0:07.081	  0.920
       0:07.083	  0.965
       0:07.086	  1.005
       0:07.089	  1.045
       0:07.092	  1.080
       0:07.094	  1.135
       0:07.097	  1.190
       0:07.100	  1.230
       0:07.103	  1.270
       0:07.106	  1.305
       0:07.108	  1.335
       0:07.111	  1.375
       0:07.114	  1.435
       0:07.117	  1.480
       0:07.119	  1.510
       0:07.122	  1.545
       0:07.125	  1.575
       0:07.128	  1.635
       0:07.131	  1.685
       0:07.133	  1.725
       0:07.136	  1.770
       0:07.139	  1.790
       0:07.142	  1.830
       0:07.144	  1.865
       0:07.147	  1.910
       0:07.150	  1.940
       0:07.153	  1.975
       0:07.156	  2.005
       0:07.158	  2.015
       0:07.161	  2.065
       0:07.164	  2.080
       0:07.167	  2.105
       0:07.169	  2.115
       0:07.172	  2.115
       0:07.175	  2.125
       0:07.178	  2.145
       0:07.181	  2.160
       0:07.183	  2.170
       0:07.186	  2.155
       0:07.189	  2.130
       0:07.192	  2.100
       0:07.194	  2.085
       0:07.197	  2.065
       0:07.200	  2.040
       0:07.203	  2.010
       0:07.206	  1.950
       0:07.208	  1.900
       0:07.211	  1.865
       0:07.214	  1.820
       0:07.217	  1.770
       0:07.219	  1.710
       0:07.222	  1.635
       0:07.225	  1.575
       0:07.228	  1.525
       0:07.231	  1.470
       0:07.233	  1.400
       0:07.236	  1.340
       0:07.239	  1.250
       0:07.242	  1.195
       0:07.244	  1.125
       0:07.247	  1.065
       0:07.250	  1.010
       0:07.253	  0.935
       0:07.256	  0.865
       0:07.258	  0.805
       0:07.261	  0.755
       0:07.264	  0.700
       0:07.267	  0.650
       0:07.269	  0.585
       0:07.272	  0.540
       0:07.275	  0.470
       0:07.278	  0.435
       0:07.281	  0.420
       0:07.283	  0.380
       0:07.286	  0.350
       0:07.289	  0.305
       0:07.292	  0.265
       0:07.294	  0.240
       0:07.297	  0.230
       0:07.300	  0.205
       0:07.303	  0.190
       0:07.306	  0.160
       0:07.308	  0.135
       0:07.311	  0.115
       0:07.314	  0.125
       0:07.317	  0.095
       0:07.319	  0.075
       0:07.322	  0.055
       0:07.325	  0.045
       0:07.328	  0.045
       0:07.331	  0.045
       0:07.333	  0.025
       0:07.336	  0.035
       0:07.339	  0.010
       0:07.342	  0.005
       0:07.344	  0.005
       0:07.347	  0.005
       0:07.350	  0.010
       0:07.353	 -0.010
       0:07.356	 -0.020
       0:07.358	 -0.015
       0:07.361	 -0.010
       0:07.364	  0.000
       0:07.367	  0.010
       0:07.369	 -0.010
       0:07.372	 -0.015
       0:07.375	 -0.020
       0:07.378	 -0.015
       0:07.381	  0.005
       0:07.383	  0.000
       0:07.386	 -0.005
       0:07.389	  0.000
       0:07.392	 -0.015
       0:07.394	  0.000
       0:07.397	  0.005
       0:07.400	  0.000
       0:07.403	  0.000
       0:07.406	  0.000
       0:07.408	 -0.010
       0:07.411	  0.005
       0:07.414	  0.015
       0:07.417	  0.010
       0:07.419	  0.020
       0:07.422	  0.000
       0:07.425	 -0.005
       0:07.428	  0.000
       0:07.431	  0.005
       0:07.433	  0.010
       0:07.436	  0.000
       0:07.439	 -0.005
       0:07.442	 -0.020
       0:07.444	 -0.010
       0:07.447	 -0.005
       0:07.450	 -0.010
       0:07.453	 -0.025
       0:07.456	 -0.020
       0:07.458	 -0.040
       0:07.461	 -0.030
       0:07.464	 -0.030
       0:07.467	 -0.035
       0:07.469	 -0.040
       0:07.472	 -0.055
       0:07.475	 -0.065
       0:07.478	 -0.065
       0:07.481	 -0.060
       0:07.483	 -0.060
       0:07.486	 -0.070
       0:07.489	 -0.080
       0:07.492	 -0.090
       0:07.494	 -0.080
       0:07.497	 -0.085
       0:07.500	 -0.085
       0:07.503	 -0.090
       0:07.506	 -0.105
       0:07.508	 -0.115
       0:07.511	 -0.110
       0:07.514	 -0.095
       0:07.517	 -0.100
       0:07.519	 -0.105
       0:07.522	 -0.120
       0:07.525	 -0.130
       0:07.528	 -0.125
       0:07.531	 -0.105
       0:07.533	 -0.110
       0:07.536	 -0.110
       0:07.539	 -0.130
       0:07.542	 -0.125
       0:07.544	 -0.105
       0:07.547	 -0.105
       0:07.550	 -0.100
       0:07.553	 -0.100
       0:07.556	 -0.105
       0:07.558	 -0.105
       0:07.561	 -0.105
       0:07.564	 -0.090
       0:07.567	 -0.090
       0:07.569	 -0.095
       0:07.572	 -0.105
       0:07.575	 -0.120
       0:07.578	 -0.120
       0:07.581	 -0.125
       0:07.583	 -0.120
       0:07.586	 -0.140
       0:07.589	 -0.160
       0:07.592	 -0.170
       0:07.594	 -0.175
       0:07.597	 -0.180
       0:07.600	 -0.190
       0:07.603	 -0.210
       0:07.606	 -0.225
       0:07.608	 -0.240
       0:07.611	 -0.225
       0:07.614	 -0.235
       0:07.617	 -0.240
       0:07.619	 -0.245
       0:07.622	 -0.260
       0:07.625	 -0.265
       0:07.628	 -0.240
       0:07.631	 -0.220
       0:07.633	 -0.215
       0:07.636	 -0.220
       0:07.639	 -0.225
       0:07.642	 -0.235
       0:07.644	 -0.220
       0:07.647	 -0.215
       0:07.650	 -0.215
       0:07.653	 -0.200
       0:07.656	 -0.225
       0:07.658	 -0.225
       0:07.661	 -0.215
       0:07.664	 -0.210
       0:07.667	 -0.210
       0:07.669	 -0.200
       0:07.672	 -0.215
       0:07.675	 -0.225
       0:07.678	 -0.200
       0:07.681	 -0.190
       0:07.683	 -0.190
       0:07.686	 -0.190
       0:07.689	 -0.195
       0:07.692	 -0.185
       0:07.694	 -0.170
       0:07.697	 -0.130
       0:07.700	 -0.080
       0:07.703	  0.020
       0:07.706	  0.220
       0:07.708	  0.550
       0:07.711	  0.825
       0:07.714	  0.760
       0:07.717	  0.495
       0:07.719	  0.310
       0:07.722	  0.225
       0:07.725	  0.195
       0:07.728	  0.155
       0:07.731	  0.135
       0:07.733	  0.100
       0:07.736	  0.055
       0:07.739	 -0.010
       0:07.742	 -0.125
       0:07.744	 -0.250
       0:07.747	 -0.425
       0:07.750	 -0.620
       0:07.753	 -0.855
       0:07.756	 -1.090
       0:07.758	 -1.340
       0:07.761	 -1.580
       0:07.764	 -1.785
       0:07.767	 -1.975
       0:07.769	 -2.100
       0:07.772	 -2.220
       0:07.775	 -2.325
       0:07.778	 -2.400
       0:07.781	 -2.505
       0:07.783	 -2.610
       0:07.786	 -2.735
       0:07.789	 -2.860
       0:07.792	 -2.925
       0:07.794	 -2.970
       0:07.797	 -3.015
       0:07.800	 -3.055
       0:07.803	 -3.105
       0:07.806	 -3.145
       0:07.808	 -3.165
       0:07.811	 -3.165
       0:07.814	 -3.165
       0:07.817	 -3.160
       0:07.819	 -3.170
       0:07.822	 -3.170
       0:07.825	 -3.145
       0:07.828	 -3.095
       0:07.831	 -3.035
       0:07.833	 -2.960
       0:07.836	 -2.870
       0:07.839	 -2.770
       0:07.842	 -2.640
       0:07.844	 -2.490
       0:07.847	 -2.335
       0:07.850	 -2.130
       0:07.853	 -1.900
       0:07.856	 -1.670
       0:07.858	 -1.405
       0:07.861	 -1.165
       0:07.864	 -0.915
       0:07.867	 -0.675
       0:07.869	 -0.430
       0:07.872	 -0.225
       0:07.875	 -0.040
       0:07.878	  0.140
       0:07.881	  0.320
       0:07.883	  0.480
       0:07.886	  0.630
       0:07.889	  0.725
       0:07.892	  0.790
       0:07.894	  0.870
       0:07.897	  0.935
       0:07.900	  0.990
       0:07.903	  1.035
       0:07.906	  1.075
       0:07.908	  1.115
       0:07.911	  1.165
       0:07.914	  1.220
       0:07.917	  1.270
       0:07.919	  1.310
       0:07.922	  1.345
       0:07.925	  1.385
       0:07.928	  1.450
       0:07.931	  1.500
       0:07.933	  1.545
       0:07.936	  1.580
       0:07.939	  1.630
       0:07.942	  1.660
       0:07.944	  1.720
       0:07.947	  1.770
       0:07.950	  1.815
       0:07.953	  1.850
       0:07.956	  1.885
       0:07.958	  1.915
       0:07.961	  1.970
       0:07.964	  2.010
       0:07.967	  2.045
       0:07.969	  2.070
       0:07.972	  2.090
       0:07.975	  2.125
       0:07.978	  2.160
       0:07.981	  2.180
       0:07.983	  2.200
       0:07.986	  2.200
       0:07.989	  2.195
       0:07.992	  2.205
       0:07.994	  2.210
       0:07.997	  2.210
       0:08.000	  2.205
       0:08.003	  2.190
       0:08.006	  2.155
       0:08.008	  2.120
       0:08.011	  2.095
       0:08.014	  2.070
       0:08.017	  2.025
       0:08.019	  1.985
       0:08.022	  1.930
       0:08.025	  1.880
       0:08.028	  1.815
       0:08.031	  1.760
       0:08.033	  1.715
       0:08.036	  1.640
       0:08.039	  1.570
       0:08.042	  1.490
       0:08.044	  1.420
       0:08.047	  1.360
       0:08.050	  1.285
       0:08.053	  1.200
       0:08.056	  1.110
       0:08.058	  1.040
       0:08.061	  0.960
       0:08.064	  0.900
       0:08.067	  0.840
       0:08.069	  0.770
       0:08.072	  0.695
       0:08.075	  0.625
       0:08.078	  0.580
       0:08.081	  0.520
       0:08.083	  0.475
       0:08.086	  0.425
       0:08.089	  0.375
       0:08.092	  0.315
       0:08.094	  0.285
       0:08.097	  0.255
       0:08.100	  0.220
       0:08.103	  0.185
       0:08.106	  0.155
       0:08.108	  0.110
       0:08.111	  0.110
       0:08.114	  0.095
       0:08.117	  0.070
       0:08.119	  0.055
       0:08.122	  0.025
       0:08.125	  0.000
       0:08.128	  0.000
       0:08.131	  0.000
       0:08.133	 -0.005
       0:08.136	 -0.015
       0:08.139	 -0.030
       0:08.142	 -0.040
       0:08.144	 -0.055
       0:08.147	 -0.035
       0:08.150	 -0.040
       0:08.153	 -0.040
       0:08.156	 -0.065
       0:08.158	 -0.070
       0:08.161	 -0.075
       0:08.164	 -0.065
       0:08.167	 -0.060
       0:08.169	 -0.075
       0:08.172	 -0.075
       0:08.175	 -0.080
       0:08.178	 -0.075
       0:08.181	 -0.065
       0:08.183	 -0.060
       0:08.186	 -0.055
       0:08.189	 -0.070
       0:08.192	 -0.085
       0:08.194	 -0.070
       0:08.197	 -0.060
       0:08.200	 -0.055
       0:08.203	 -0.040
       0:08.206	 -0.060
       0:08.208	 -0.065
       0:08.211	 -0.070
       0:08.214	 -0.040
       0:08.217	 -0.035
       0:08.219	 -0.050
       0:08.222	 -0.040
       0:08.225	 -0.055
       0:08.228	 -0.035
       0:08.231	 -0.020
       0:08.233	 -0.035
       0:08.236	 -0.025
       0:08.239	 -0.035
       0:08.242	 -0.035
       0:08.244	 -0.035
       0:08.247	 -0.025
       0:08.250	 -0.030
       0:08.253	 -0.040
       0:08.256	 -0.050
       0:08.258	 -0.055
       0:08.261	 -0.060
       0:08.264	 -0.040
       0:08.267	 -0.050
       0:08.269	 -0.050
       0:08.272	 -0.065
       0:08.275	 -0.075
       0:08.278	 -0.075
       0:08.281	 -0.070
       0:08.283	 -0.065
       0:08.286	 -0.090
       0:08.289	 -0.105
       0:08.292	 -0.110
       0:08.294	 -0.120
       0:08.297	 -0.105
       0:08.300	 -0.110
       0:08.303	 -0.115
       0:08.306	 -0.125
       0:08.308	 -0.130
       0:08.311	 -0.130
       0:08.314	 -0.120
       0:08.317	 -0.125
       0:08.319	 -0.135
       0:08.322	 -0.150
       0:08.325	 -0.165
       0:08.328	 -0.160
       0:08.331	 -0.150
       0:08.333	 -0.155
       0:08.336	 -0.175
       0:08.339	 -0.190
       0:08.342	 -0.190
       0:08.344	 -0.180
       0:08.347	 -0.175
       0:08.350	 -0.180
       0:08.353	 -0.200
       0:08.356	 -0.210
       0:08.358	 -0.205
       0:08.361	 -0.210
       0:08.364	 -0.200
       0:08.367	 -0.205
       0:08.369	 -0.200
       0:08.372	 -0.215
       0:08.375	 -0.225
       0:08.378	 -0.220
       0:08.381	 -0.205
       0:08.383	 -0.205
       0:08.386	 -0.210
       0:08.389	 -0.230
       0:08.392	 -0.225
       0:08.394	 -0.230
       0:08.397	 -0.215
       0:08.400	 -0.220
       0:08.403	 -0.215
       0:08.406	 -0.215
       0:08.408	 -0.240
       0:08.411	 -0.230
       0:08.414	 -0.220
       0:08.417	 -0.210
       0:08.419	 -0.230
       0:08.422	 -0.235
       0:08.425	 -0.240
       0:08.428	 -0.235
       0:08.431	 -0.230
       0:08.433	 -0.225
       0:08.436	 -0.235
       0:08.439	 -0.230
       0:08.442	 -0.235
       0:08.444	 -0.220
       0:08.447	 -0.210
       0:08.450	 -0.200
       0:08.453	 -0.195
       0:08.456	 -0.195
       0:08.458	 -0.200
       0:08.461	 -0.185
       0:08.464	 -0.170
       0:08.467	 -0.170
       0:08.469	 -0.170
       0:08.472	 -0.190
       0:08.475	 -0.190
       0:08.478	 -0.180
       0:08.481	 -0.175
       0:08.483	 -0.165
       0:08.486	 -0.175
       0:08.489	 -0.195
       0:08.492	 -0.210
       0:08.494	 -0.215
       0:08.497	 -0.195
       0:08.500	 -0.200
       0:08.503	 -0.185
       0:08.506	 -0.185
       0:08.508	 -0.135
       0:08.511	  0.000
       0:08.514	  0.270
       0:08.517	  0.665
       0:08.519	  0.835
       0:08.522	  0.660
       0:08.525	  0.370
       0:08.528	  0.215
       0:08.531	  0.155
       0:08.533	  0.090
       0:08.536	  0.020
       0:08.539	 -0.070
       0:08.542	 -0.135
       0:08.544	 -0.250
       0:08.547	 -0.385
       0:08.550	 -0.540
       0:08.553	 -0.705
       0:08.556	 -0.905
       0:08.558	 -1.130
       0:08.561	 -1.320
       0:08.564	 -1.465
       0:08.567	 -1.585
       0:08.569	 -1.705
       0:08.572	 -1.865
       0:08.575	 -2.045
       0:08.578	 -2.225
       0:08.581	 -2.400
       0:08.583	 -2.560
       0:08.586	 -2.680
       0:08.589	 -2.790
       0:08.592	 -2.905
       0:08.594	 -2.980
       0:08.597	 -3.055
       0:08.600	 -3.105
       0:08.603	 -3.140
       0:08.606	 -3.185
       0:08.608	 -3.220
       0:08.611	 -3.240
       0:08.614	 -3.235
       0:08.617	 -3.255
       0:08.619	 -3.255
       0:08.622	 -3.265
       0:08.625	 -3.265
       0:08.628	 -3.250
       0:08.631	 -3.205
       0:08.633	 -3.150
       0:08.636	 -3.080
       0:08.639	 -2.985
       0:08.642	 -2.860
       0:08.644	 -2.700
       0:08.647	 -2.545
       0:08.650	 -2.330
       0:08.653	 -2.120
       0:08.656	 -1.910
       0:08.658	 -1.680
       0:08.661	 -1.430
       0:08.664	 -1.180
       0:08.667	 -0.955
       0:08.669	 -0.755
       0:08.672	 -0.560
       0:08.675	 -0.360
       0:08.678	 -0.160
       0:08.681	  0.020
       0:08.683	  0.180
       0:08.686	  0.325
       0:08.689	  0.430
       0:08.692	  0.545
       0:08.694	  0.620
       0:08.697	  0.700
       0:08.700	  0.745
       0:08.703	  0.795
       0:08.706	  0.820
       0:08.708	  0.865
       0:08.711	  0.925
       0:08.714	  0.965
       0:08.717	  0.995
       0:08.719	  1.030
       0:08.722	  1.055
       0:08.725	  1.080
       0:08.728	  1.125
       0:08.731	  1.170
       0:08.733	  1.215
       0:08.736	  1.245
       0:08.739	  1.275
       0:08.742	  1.300
       0:08.744	  1.360
       0:08.747	  1.400
       0:08.750	  1.435
       0:08.753	  1.475
       0:08.756	  1.500
       0:08.758	  1.530
       0:08.761	  1.585
       0:08.764	  1.640
       0:08.767	  1.675
       0:08.769	  1.690
       0:08.772	  1.720
       0:08.775	  1.745
       0:08.778	  1.785
       0:08.781	  1.815
       0:08.783	  1.845
       0:08.786	  1.870
       0:08.789	  1.880
       0:08.792	  1.885
       0:08.794	  1.915
       0:08.797	  1.935
       0:08.800	  1.955
       0:08.803	  1.950
       0:08.806	  1.940
       0:08.808	  1.950
       0:08.811	  1.945
       0:08.814	  1.955
       0:08.817	  1.930
       0:08.819	  1.915
       0:08.822	  1.880
       0:08.825	  1.850
       0:08.828	  1.825
       0:08.831	  1.790
       0:08.833	  1.745
       0:08.836	  1.700
       0:08.839	  1.645
       0:08.842	  1.595
       0:08.844	  1.545
       0:08.847	  1.495
       0:08.850	  1.445
       0:08.853	  1.365
       0:08.856	  1.305
       0:08.858	  1.220
       0:08.861	  1.160
       0:08.864	  1.100
       0:08.867	  1.040
       0:08.869	  0.960
       0:08.872	  0.880
       0:08.875	  0.810
       0:08.878	  0.750
       0:08.881	  0.710
       0:08.883	  0.655
       0:08.886	  0.580
       0:08.889	  0.530
       0:08.892	  0.460
       0:08.894	  0.420
       0:08.897	  0.375
       0:08.900	  0.325
       0:08.903	  0.295
       0:08.906	  0.250
       0:08.908	  0.205
       0:08.911	  0.195
       0:08.914	  0.165
       0:08.917	  0.145
       0:08.919	  0.115
       0:08.922	  0.090
       0:08.925	  0.065
       0:08.928	  0.065
       0:08.931	  0.055
       0:08.933	  0.035
       0:08.936	  0.000
       0:08.939	  0.000
       0:08.942	 -0.015
       0:08.944	 -0.025
       0:08.947	 -0.025
       0:08.950	 -0.025
       0:08.953	 -0.030
       0:08.956	 -0.055
       0:08.958	 -0.065
       0:08.961	 -0.070
       0:08.964	 -0.045
       0:08.967	 -0.060
       0:08.969	 -0.065
       0:08.972	 -0.075
       0:08.975	 -0.075
       0:08.978	 -0.070
       0:08.981	 -0.050
       0:08.983	 -0.055
       0:08.986	 -0.060
       0:08.989	 -0.060
       0:08.992	 -0.080
       0:08.994	 -0.055
       0:08.997	 -0.055
       0:09.000	 -0.055
       0:09.003	 -0.050
       0:09.006	 -0.060
       0:09.008	 -0.050
       0:09.011	 -0.050
       0:09.014	 -0.040
       0:09.017	 -0.045
       0:09.019	 -0.030
       0:09.022	 -0.055
       0:09.025	 -0.055
       0:09.028	 -0.045
       0:09.031	 -0.025
       0:09.033	 -0.025
       0:09.036	 -0.035
       0:09.039	 -0.040
       0:09.042	 -0.055
       0:09.044	 -0.055
       0:09.047	 -0.035
       0:09.050	 -0.030
       0:09.053	 -0.040
       0:09.056	 -0.045
       0:09.058	 -0.055
       0:09.061	 -0.050
       0:09.064	 -0.040
       0:09.067	 -0.035
       0:09.069	 -0.045
       0:09.072	 -0.055
       0:09.075	 -0.070
       0:09.078	 -0.060
       0:09.081	 -0.055
       0:09.083	 -0.055
       0:09.086	 -0.070
       0:09.089	 -0.090
       0:09.092	 -0.090
       0:09.094	 -0.085
       0:09.097	 -0.075
       0:09.100	 -0.080
       0:09.103	 -0.090
       0:09.106	 -0.100
       0:09.108	 -0.110
       0:09.111	 -0.110
       0:09.114	 -0.105
       0:09.117	 -0.110
       0:09.119	 -0.120
       0:09.122	 -0.135
       0:09.125	 -0.140
       0:09.128	 -0.135
       0:09.131	 -0.125
       0:09.133	 -0.140
       0:09.136	 -0.145
       0:09.139	 -0.155
       0:09.142	 -0.170
       0:09.144	 -0.155
       0:09.147	 -0.160
       0:09.150	 -0.155
       0:09.153	 -0.160
       0:09.156	 -0.175
       0:09.158	 -0.170
       0:09.161	 -0.170
       0:09.164	 -0.175
       0:09.167	 -0.175
       0:09.169	 -0.175
       0:09.172	 -0.195
       0:09.175	 -0.200
       0:09.178	 -0.180
       0:09.181	 -0.185
       0:09.183	 -0.185
       0:09.186	 -0.195
       0:09.189	 -0.215
       0:09.192	 -0.210
       0:09.194	 -0.190
       0:09.197	 -0.190
       0:09.200	 -0.205
       0:09.203	 -0.200
       0:09.206	 -0.220
       0:09.208	 -0.230
       0:09.211	 -0.215
       0:09.214	 -0.195
       0:09.217	 -0.205
       0:09.219	 -0.210
       0:09.222	 -0.230
       0:09.225	 -0.235
       0:09.228	 -0.220
       0:09.231	 -0.210
       0:09.233	 -0.215
       0:09.236	 -0.210
       0:09.239	 -0.220
